"ResultId","WordLength","Date","Journal","Risk","Year","Focus","Facts.Causes","Facts.Mitigation","Facts.Populations","Framing.Causes","Framing.Mitigation","Framing.Solutions","Framing.Populations","Sentiment","Threat","Demographics"
"urn:contentItem:494R-CKS0-00J2-32GS-00000-00",13109,"2003-07-20 00:00:00+00:00","Star Tribune","Cancer",2003,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","-5","5",""
"urn:contentItem:4DNJ-CRH0-00J2-34NS-00000-00",6119,"2004-10-28 00:00:00+00:00","Star Tribune","Cancer",2004,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:4BX6-20J0-TW8F-G2RP-00000-00",114,"2004-03-12 00:00:00+00:00","New York Times","Cancer",2004,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-5","6",""
"urn:contentItem:4D93-5RS0-00J2-34Y2-00000-00",1313,"2004-09-10 00:00:00+00:00","Star Tribune","Cancer",2004,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Both","0","5",""
"urn:contentItem:4CM2-7MY0-TW8F-G2JY-00000-00",239,"2004-06-13 00:00:00+00:00","New York Times","Cancer",2004,"Slightly","Environmental","Policy","Not mentioned and not implied","Not mentioned and not implied","50","100","Mostly collective","0","6",""
"urn:contentItem:4BPV-TVV0-TW8F-G28W-00000-00",467,"2004-02-16 00:00:00+00:00","New York Times","Cancer",2004,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0 Neutral","5 Moderately",""
"urn:contentItem:4GJ5-FCV0-TW8F-G29M-00000-00",697,"2005-07-03 00:00:00+00:00","New York Times","Cancer",2005,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:4GKV-FDM0-TW8F-G3F9-00000-00",241,"2005-07-11 00:00:00+00:00","New York Times","Cancer",2005,"Mentions once","Not mentioned and not implied","Innovations/Technology","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","5","2",""
"urn:contentItem:4H86-4600-TW8F-G2PN-00000-00",73,"2005-10-05 00:00:00+00:00","New York Times","Cancer",2005,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","-7","7",""
"urn:contentItem:4FCJ-8C50-00J2-33G3-00000-00",5924,"2005-01-28 00:00:00+00:00","Star Tribune","Cancer",2005,"Not at all","['Not mentioned and not implied']","['Not mentioned and not implied']","['Not mentioned and not implied']","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:4FRC-X9V0-00J2-3211-00000-00",469,"2005-03-10 00:00:00+00:00","Star Tribune","Cancer",2005,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-5","8",""
"urn:contentItem:4JDD-H160-TW8F-G2J6-00000-00",556,"2006-03-05 00:00:00+00:00","New York Times","Cancer",2006,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:4JT0-W680-TX4Y-71S9-00000-00",1340,"2006-04-23 00:00:00+00:00","Tampa Bay Times","Cancer",2006,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:4JFF-P970-TW8F-G2NH-00000-00",92,"2006-03-10 00:00:00+00:00","New York Times","Cancer",2006,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","0","1",""
"urn:contentItem:4J2T-6RP0-TW8F-G2R2-00000-00",325,"2006-01-19 00:00:00+00:00","New York Times","Cancer",2006,"Mentions once","Not mentioned and not implied","Innovations/Technology","Demographics [Gender = female]","Not mentioned and not implied","80","Not mentioned and not implied","Mostly individual","4","2",""
"urn:contentItem:4M27-BBR0-TW8F-G23B-00000-00",404,"2006-10-06 00:00:00+00:00","New York Times","Cancer",2006,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:4P4N-9JT0-TW8F-G324-00000-00",218,"2007-07-07 00:00:00+00:00","New York Times","Cancer",2007,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-1","3",""
"urn:contentItem:4R5N-M8T0-TX31-W187-00000-00",250,"2007-11-20 00:00:00+00:00","USA Today","Cancer",2007,"Slightly","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","5","5",""
"urn:contentItem:4PKH-78K0-TX2T-W17X-00000-00",473,"2007-09-01 00:00:00+00:00","Star Tribune","Cancer",2007,"Slightly","Not mentioned and not implied","Not mentioned and not implied","Race = white, Gender = male, Age = middle-aged, SES = not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-5","8",""
"urn:contentItem:4R12-K1D0-TX31-W0KB-00000-00",451,"2007-10-29 00:00:00+00:00","USA Today","Cancer",2007,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:4MR0-W450-TW8F-G3B5-00000-00",1050,"2007-01-02 00:00:00+00:00","New York Times","Cancer",2007,"Mentions once","Not mentioned and not implied","Medical procedures","Gender = female, Age = middle-aged","Not mentioned and not implied","80","Not mentioned and not implied","Mostly individual","7","2",""
"urn:contentItem:4S0G-GCW0-TW8F-G08T-00000-00",472,"2008-03-06 00:00:00+00:00","New York Times","Cancer",2008,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only collective","0","1",""
"urn:contentItem:4V4C-7KD0-TX2T-W0CW-00000-00",979,"2008-12-07 00:00:00+00:00","Star Tribune","Cancer",2008,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0 Neutral","1 Not at all",""
"urn:contentItem:4S91-3FM0-TW8F-G18H-00000-00",997,"2008-04-15 00:00:00+00:00","New York Times","Cancer",2008,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:4SJB-2P70-TX2T-W000-00000-00",738,"2008-05-16 00:00:00+00:00","Star Tribune","Cancer",2008,"Mostly","Not mentioned and not implied","['Medication', 'Medical procedures']","[{'Age': 'Child'}, {'Age': 'Teenager'}]","Not mentioned and not implied","80","60","Both","0","7",""
"urn:contentItem:4SB8-VWV0-TW8F-G0FR-00000-00",51,"2008-04-21 00:00:00+00:00","New York Times","Cancer",2008,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","-7","8",""
"urn:contentItem:7YJN-BJC1-2PBB-224S-00000-00",1310,"2009-11-01 00:00:00+00:00","New York Times","Cancer",2009,"Mentions once","Lifestyle","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","2",""
"urn:contentItem:7VJV-W4T0-Y9M0-50H7-00000-00",385,"2009-04-29 00:00:00+00:00","USA Today","Cancer",2009,"Mostly","Not mentioned and not implied","['Medication', 'Medical procedures', 'Innovations/Technology']","['Gender = male']","Not mentioned and not implied","60","40","Mostly collective","2","6",""
"urn:contentItem:7VYY-9X91-2PBB-225D-00000-00",1240,"2009-06-20 00:00:00+00:00","New York Times","Cancer",2009,"Mentions once","Not mentioned and not implied","Medical procedures, Policy, Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","60","60","Both","-2","7",""
"urn:contentItem:7X91-CH91-2R4X-F3GV-00000-00",352,"2009-12-10 00:00:00+00:00","USA Today","Cancer",2009,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:7WPV-82C0-Y9NW-H3YN-00000-00",564,"2009-09-26 00:00:00+00:00","Tampa Bay Times","Cancer",2009,"Entirely","Not mentioned and not implied","['Medical procedures', 'Medication']","{'Gender': 'female', 'Age': 'young-adult'}","Not mentioned and not implied","70","0","Only individual","1","8",""
"urn:contentItem:51CD-3WN1-DYTM-N1VN-00000-00",1989,"2010-10-31 00:00:00+00:00","Tampa Bay Times","Cancer",2010,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:7YFN-SSM0-Y8TC-S089-00000-00",67,"2010-05-13 00:00:00+00:00","New York Times","Cancer",2010,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","1","8",""
"urn:contentItem:800C-PGS0-Y8TC-S29V-00000-00",276,"2010-07-21 00:00:00+00:00","New York Times","Cancer",2010,"Mentions once","Environmental","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","-8","8",""
"urn:contentItem:51SV-GM51-JBG3-651F-00000-00",92,"2010-12-25 00:00:00+00:00","New York Times","Cancer",2010,"Mentions once","Not mentioned and not implied","Community solutions","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:7YF6-TND1-2R4X-F034-00000-00",415,"2010-05-10 00:00:00+00:00","USA Today","Cancer",2010,"Mostly","['Not mentioned and not implied']","['Medication', 'Medical procedures', 'Innovations/Technology']","['Age = elderly']","Not mentioned and not implied","70","50","Mostly collective","-2","7",""
"urn:contentItem:53CM-8F51-JBG3-64GX-00000-00",944,"2011-07-23 00:00:00+00:00","New York Times","Cancer",2011,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","-8","9",""
"urn:contentItem:549V-Y2S1-DYRR-92G4-00000-00",855,"2011-11-23 00:00:00+00:00","USA Today","Cancer",2011,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Both","0","1",""
"urn:contentItem:52BK-3R81-JC8F-K30H-00000-00",471,"2011-03-06 00:00:00+00:00","Star Tribune","Cancer",2011,"Mentions once","Not mentioned and not implied","Medical procedures, Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","-5","4",""
"urn:contentItem:545T-7B71-DXY4-X3K3-00000-00",792,"2011-11-04 00:00:00+00:00","New York Times","Cancer",2011,"Slightly","Not mentioned and not implied","Medication, Innovations/Technology","Not mentioned and not implied","Not mentioned and not implied","80","40","Mostly collective","0","5",""
"urn:contentItem:52XS-RCJ1-DYRH-90V7-00000-00",16129,"2011-05-22 00:00:00+00:00","Star Tribune","Cancer",2011,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-8","9",""
"urn:contentItem:54MN-0B21-DYTM-N3B2-00000-00",982,"2012-01-02 00:00:00+00:00","Tampa Bay Times","Cancer",2012,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","7","5",""
"urn:contentItem:553T-KBV1-DXY4-X30J-00000-00",811,"2012-03-04 00:00:00+00:00","New York Times","Cancer",2012,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0 Neutral","5 Moderately",""
"urn:contentItem:56W7-Y1H1-DYRR-910J-00000-00",339,"2012-10-22 00:00:00+00:00","USA Today","Cancer",2012,"Slightly","Not mentioned and not implied","Medication, Medical procedures, Other behavior","Not mentioned and not implied","Not mentioned and not implied","50","Not mentioned and not implied","Mostly individual","2","7",""
"urn:contentItem:56S4-P171-JCBJ-Y06H-00000-00",805,"2012-10-07 00:00:00+00:00","Tampa Bay Times","Cancer",2012,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:55MX-DGD1-JC8F-K3X0-00000-00",20311,"2012-05-13 00:00:00+00:00","Star Tribune","Cancer",2012,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:59TF-5VG1-JCBJ-Y2NR-00000-00",363,"2013-11-12 00:00:00+00:00","Tampa Bay Times","Cancer",2013,"Slightly","Not mentioned and not implied","['Medical procedures']","['Gender = female', 'Age = middle-age']","Not mentioned and not implied","70","0","Mostly individual","-5","8",""
"urn:contentItem:57M6-4DG1-DXY4-X406-00000-00",917,"2013-01-29 00:00:00+00:00","New York Times","Cancer",2013,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Both","0","1",""
"urn:contentItem:59N5-KPK1-DYTM-N4XK-00000-00",325,"2013-10-23 00:00:00+00:00","Tampa Bay Times","Cancer",2013,"Mentions once","Not mentioned and not implied","Medical procedures, Innovations/Technology, Community Solutions","Gender = female","Not mentioned and not implied","70","60","Mostly collective","7","8",""
"urn:contentItem:5B5V-9FY1-JBG3-609N-00000-00",234,"2013-12-31 00:00:00+00:00","New York Times","Cancer",2013,"Mentions once","Not mentioned and not implied","Other behavior, Policy","Not mentioned and not implied","Not mentioned and not implied","70","20","Both","0","5",""
"urn:contentItem:59GY-1191-JCBJ-Y19V-00000-00",5427,"2013-10-03 00:00:00+00:00","Tampa Bay Times","Cancer",2013,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5DVX-3FB1-JC8N-K400-00000-00",321,"2014-12-18 00:00:00+00:00","USA Today","Cancer",2014,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:5BNX-6RN1-JBG3-629N-00000-00",306,"2014-03-07 00:00:00+00:00","New York Times","Cancer",2014,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-4","7",""
"urn:contentItem:5CGS-06R1-JBG3-60R7-00000-00",550,"2014-06-22 00:00:00+00:00","New York Times","Cancer",2014,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","4",""
"urn:contentItem:5C2T-KPJ1-DXY4-X14M-00000-00",1481,"2014-04-27 00:00:00+00:00","New York Times","Cancer",2014,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5BR0-3251-JBG3-6200-00000-00",1491,"2014-03-12 00:00:00+00:00","New York Times","Cancer",2014,"Mostly","Not mentioned and not implied","['Medication', 'Medical procedures', 'Exercise', 'Innovations/Technology']","[{'Gender': 'male', 'Age': 'middle-age'}]","Not mentioned and not implied","50","40","Mostly individual","0","8",""
"urn:contentItem:5GHC-KBC1-DXY4-X38C-00000-00",376,"2015-07-24 00:00:00+00:00","New York Times","Cancer",2015,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5HFM-4PH1-JBG3-64VP-00000-00",1038,"2015-11-24 00:00:00+00:00","New York Times","Cancer",2015,"Slightly","['Environmental']","['Policy']","['Age = older-adult', 'Gender = female']","10","30","80","Mostly individual","-5","5",""
"urn:contentItem:5FF3-WRY1-DXY4-X25T-00000-00",850,"2015-03-04 00:00:00+00:00","New York Times","Cancer",2015,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0 Neutral","1 Not at all",""
"urn:contentItem:5GT2-HDM1-JBG3-600F-00000-00",1105,"2015-08-29 00:00:00+00:00","New York Times","Cancer",2015,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5H5H-30W1-DXY4-X1D1-00000-00",1651,"2015-10-17 00:00:00+00:00","New York Times","Cancer",2015,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Gender = female, Age = elderly, SES = poor","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","5","3",""
"urn:contentItem:5K89-XPK1-JC8F-K0SC-00000-00",759,"2016-07-17 00:00:00+00:00","Star Tribune","Cancer",2016,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0 Neutral","1",""
"urn:contentItem:5JW1-G351-DYRH-92KX-00000-00",752,"2016-05-26 00:00:00+00:00","Star Tribune","Cancer",2016,"Slightly","Not mentioned and not implied","Not mentioned and not implied","{'Gender': 'female'}","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","8",""
"urn:contentItem:5JRC-YW81-JC8F-K3N3-00000-00",581,"2016-05-08 00:00:00+00:00","Star Tribune","Cancer",2016,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","0","5",""
"urn:contentItem:5M6K-JCW1-JBG3-619W-00000-00",870,"2016-11-19 00:00:00+00:00","New York Times","Cancer",2016,"Mostly","Not mentioned and not implied","['Medical procedures']","['Gender = female', 'Age = middle-aged', 'Age = older adult']","Not mentioned and not implied","50","Not mentioned and not implied","Mostly individual","-4","8",""
"urn:contentItem:5KK3-V5D1-JBG3-60HV-00000-00",574,"2016-08-28 00:00:00+00:00","New York Times","Cancer",2016,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","5",""
"urn:contentItem:5NT5-BJ31-DXY4-X4T9-00000-00",642,"2017-06-16 00:00:00+00:00","New York Times","Cancer",2017,"Slightly","Not mentioned and not implied","['Other behavior', 'Innovations/Technology', 'Community solutions']","['Age = various ages']","Not mentioned and not implied","80","70","Both","5","4",""
"urn:contentItem:5PG3-N341-DYRH-93TS-00000-00",1231,"2017-09-12 00:00:00+00:00","Star Tribune","Cancer",2017,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Demographics of person with health risk or at-risk populations, e.g., [Age = middle-aged]","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-5","8",""
"urn:contentItem:5NC2-R3T1-DXY4-X1DP-00000-00",782,"2017-04-20 00:00:00+00:00","New York Times","Cancer",2017,"Slightly","Not mentioned and not implied","['Medical procedures']","['Age = elderly']","Not mentioned and not implied","20","Not mentioned and not implied","Mostly individual","-5","5",""
"urn:contentItem:5PT5-FT11-JBG3-6051-00000-00",2566,"2017-10-24 00:00:00+00:00","New York Times","Cancer",2017,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5PT5-FT11-JBG3-60BH-00000-00",404,"2017-10-24 00:00:00+00:00","New York Times","Cancer",2017,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:5RND-9F91-JBG3-60CF-00000-00",1574,"2018-02-16 00:00:00+00:00","New York Times","Cancer",2018,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","0","1",""
"urn:contentItem:5RMM-56R1-JBG3-61HM-00000-00",2453,"2018-02-11 00:00:00+00:00","New York Times","Cancer",2018,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only collective","0 Neutral","1",""
"urn:contentItem:5S09-WDJ1-DYRH-903D-00000-00",621,"2018-03-29 00:00:00+00:00","Star Tribune","Cancer",2018,"Mentions once","Environmental","['Policy', 'Community solutions']","Fetuses and infants","Not mentioned and not implied","80","80","Only collective","-5","7",""
"urn:contentItem:5RDS-GCK1-DXY4-X1TC-00000-00",1340,"2018-01-15 00:00:00+00:00","New York Times","Cancer",2018,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","Not mentioned and not implied","Not mentioned and not implied",""
"urn:contentItem:5S41-X131-JCBJ-Y31Y-00000-00",902,"2018-04-14 00:00:00+00:00","Tampa Bay Times","Cancer",2018,"Mentions once","Not mentioned and not implied","['Medical procedures', 'Diet', 'Policy']","Not mentioned and not implied","Not mentioned and not implied","50","50","Only individual","-3","8",""
"urn:contentItem:5XP6-03K1-DXY4-X0SP-00000-00",1377,"2019-12-05 00:00:00+00:00","New York Times","Cancer",2019,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5V8R-7HK1-DYRH-90MC-00000-00",1604,"2019-01-07 00:00:00+00:00","Star Tribune","Cancer",2019,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-10","1",""
"urn:contentItem:5YMD-X5F1-DYTM-N2VK-00000-00",360,"2019-08-24 00:00:00+00:00","Tampa Bay Times","Cancer",2019,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Gender = female, Age = adult","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-7","8",""
"urn:contentItem:5WSR-WDG1-JBG3-6293-00000-00",1283,"2019-08-10 00:00:00+00:00","New York Times","Cancer",2019,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:5W5P-6SC1-JBG3-64B1-00000-00",1368,"2019-05-22 00:00:00+00:00","New York Times","Cancer",2019,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:604G-90G1-DXY4-X555-00000-00",7150,"2020-06-14 00:00:00+00:00","New York Times","Cancer",2020,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5Y67-R6F1-DXY4-X39H-00000-00",1172,"2020-02-12 00:00:00+00:00","New York Times","Cancer",2020,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","0","1",""
"urn:contentItem:6023-PTT1-DXY4-X4VN-00000-00",1137,"2020-06-03 00:00:00+00:00","New York Times","Cancer",2020,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:609N-59W1-JBG3-60KJ-00000-00",1210,"2020-07-14 00:00:00+00:00","New York Times","Cancer",2020,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","3",""
"urn:contentItem:60JW-2P71-JBG3-610W-00000-00",827,"2020-08-11 00:00:00+00:00","New York Times","Cancer",2020,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0 Neutral","1 Not at all",""
"urn:contentItem:3XJB-C7B0-00RP-K232-00000-00",81,"1999-10-03 00:00:00+00:00","New York Times","Stroke",1999,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","0","1",""
"urn:contentItem:3XT7-BTP0-00J2-31KW-00000-00",431,"1999-11-04 00:00:00+00:00","Star Tribune","Stroke",1999,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:3Y4R-7R80-00RP-K20G-00000-00",847,"1999-12-19 00:00:00+00:00","New York Times","Stroke",1999,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:3W24-XB80-00C6-D2WC-00000-00",507,"1999-03-19 00:00:00+00:00","USA Today","Stroke",1999,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:3XMS-45S0-000W-613S-00000-00",963,"1999-10-14 00:00:00+00:00","Tampa Bay Times","Stroke",1999,"Not at all","['Not mentioned and not implied']","['Not mentioned and not implied']","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
